"","Zona","Provincia","Canton","Distrito","Circuito","Fecha Infraccion","Hora Infraccion","tipo_muert_matriz","Edad","Sexo","Estado Civil","Nacionalidad"
"1122","ZONA 5","BOLIVAR","GUARANDA","GUARANDA","1 DE MAYO","16/11/2014","19:30","Asesinatos","0","MASCULINO","SOLTERO","ECUADOR"
"1123","ZONA 5","GUAYAS","SIMON_BOLIVAR","JUJAN SIMON BOLIVAR","SIMON BOLIVAR","14/11/2014","7:00","Asesinatos","26","MASCULINO","UNION LIBRE","ECUADOR"
"1124","ZONA 5","GUAYAS","SIMON_BOLIVAR","JUJAN SIMON BOLIVAR","SIMON BOLIVAR","14/11/2014","7:00","Asesinatos","33","MASCULINO","UNION LIBRE","ECUADOR"
"1125","ZONA 8","GUAYAS","GUAYAQUIL","9 DE OCTUBRE","GARAY","16/11/2014","21:00","Asesinatos","29","MASCULINO","SOLTERO","ECUADOR"
"1126","ZONA 5","GUAYAS","BALAO","NARANJAL BALAO","BALAO","17/11/2014","2:00","Asesinatos","28","MASCULINO","SOLTERO","ECUADOR"
"1127","ZONA 1","ESMERALDAS","SAN_LORENZO","SAN LORENZO","FRONTERA","15/11/2014","22:00","Asesinatos","27","MASCULINO","NO DETERMINADO","ECUADOR"
"1128","ZONA 8","GUAYAS","GUAYAQUIL","NUEVA PROSPERINA","NUEVO GUAYAQUIL","17/11/2014","15:00","Asesinatos","18","MASCULINO","SOLTERO","ECUADOR"
"1129","ZONA 8","GUAYAS","GUAYAQUIL","SUR","7 LAGOS","17/11/2014","6:30","Asesinatos","72","MASCULINO","CASADO","ECUADOR"
"1130","ZONA 3","TUNGURAHUA","AMBATO","AMBATO NORTE","LA MATRIZ","17/11/2014","21:30","Asesinatos","21","MASCULINO","SOLTERO","ECUADOR"
"1131","ZONA 5","GUAYAS","NARANJAL","NARANJAL BALAO","NARANJAL SUR","14/11/2014","20:00","Homicidios","36","MASCULINO","SOLTERO","ECUADOR"
"1132","ZONA 1","ESMERALDAS","SAN_LORENZO","SAN LORENZO","FRONTERA","13/11/2014","22:00","Asesinatos","30","MASCULINO","NO DETERMINADO","ECUADOR"
"1133","ZONA 1","SUCUMBIOS","LAGO_AGRIO","LAGO AGRIO","NUEVO SUCUMBIOS","18/11/2014","21:00","Asesinatos","52","MASCULINO","NO DETERMINADO","COLOMBIA"
"1134","ZONA 4","SANTO_DOMINGO_DE_LOS_TSACHILAS","SANTO_DOMINGO","SANTO DOMINGO ESTE","UNIFICADOS","17/11/2014","7:40","Femicidios","32","FEMENINO","CASADO","ECUADOR"
"1135","ZONA 8","GUAYAS","GUAYAQUIL","9 DE OCTUBRE","GARAY","18/11/2014","21:40","Asesinatos","64","MASCULINO","UNION LIBRE","ECUADOR"
"1136","ZONA 8","GUAYAS","GUAYAQUIL","ESTEROS","TRINITARIA SUR","20/11/2014","20:30","Asesinatos","23","MASCULINO","CASADO","ECUADOR"
"1137","ZONA 8","GUAYAS","DURAN","DURAN","RECREO","20/11/2014","22:45","Asesinatos","30","MASCULINO","SOLTERO","ECUADOR"
"1138","ZONA 6","CANAR","LA_TRONCAL","LA TRONCAL","TRONCAL OESTE","21/11/2014","8:30","Sicariatos","23","MASCULINO","SOLTERO","ECUADOR"
"1139","ZONA 5","GUAYAS","NARANJITO","NARANJITO MARCELINO MARIDUEÑA","NARANJITO CENTRO","19/11/2014","22:00","Sicariatos","21","MASCULINO","SOLTERO","ECUADOR"
"1140","ZONA 1","ESMERALDAS","ATACAMES","ATACAMES","TONCHIGUE","21/11/2014","14:00","Asesinatos","47","MASCULINO","SOLTERO","ECUADOR"
"1141","ZONA 4","SANTO_DOMINGO_DE_LOS_TSACHILAS","SANTO_DOMINGO","SANTO DOMINGO ESTE","UNIFICADOS","22/11/2014","2:30","Femicidios","33","FEMENINO","SOLTERO","ECUADOR"
"1142","ZONA 1","SUCUMBIOS","LAGO_AGRIO","LAGO AGRIO","EL ENO","22/11/2014","15:00","Asesinatos","43","MASCULINO","NO DETERMINADO","COLOMBIA"
"1143","ZONA 4","MANABI","MANTA","MANTA","MURCIELAGO","22/11/2014","19:20","Asesinatos","28","MASCULINO","SOLTERO","ECUADOR"
"1144","ZONA 8","GUAYAS","GUAYAQUIL","PASCUALES","BASTION POPULAR NORTE","22/11/2014","22:00","Asesinatos","15","MASCULINO","SOLTERO","ECUADOR"
"1145","ZONA 8","GUAYAS","GUAYAQUIL","9 DE OCTUBRE","ANTEPARA","23/11/2014","2:25","Homicidios","13","FEMENINO","SOLTERO","ECUADOR"
"1146","ZONA 1","SUCUMBIOS","LAGO_AGRIO","LAGO AGRIO","NUEVO SUCUMBIOS","23/11/2014","3:00","Asesinatos","32","MASCULINO","SOLTERO","ECUADOR"
"1147","ZONA 8","GUAYAS","DURAN","DURAN","LA HERRADURA","23/11/2014","1:00","Asesinatos","38","MASCULINO","CASADO","ECUADOR"
"1148","ZONA 8","GUAYAS","GUAYAQUIL","SUR","FLORESTA","23/11/2014","17:15","Asesinatos","32","MASCULINO","SOLTERO","ECUADOR"
"1149","ZONA 1","ESMERALDAS","ESMERALDAS","ESMERALDAS","CENTRO","23/11/2014","1:00","Asesinatos","25","MASCULINO","SOLTERO","ECUADOR"
"1150","ZONA 8","GUAYAS","GUAYAQUIL","SUR","UNION DE BANANEROS","23/11/2014","19:30","Asesinatos","31","MASCULINO","SOLTERO","ECUADOR"
"1151","ZONA 5","GUAYAS","GENERAL_ANTONIO_ELIZALDE","EL TRIUNFO BUCAY","BUCAY","23/11/2014","5:30","Homicidios","29","MASCULINO","UNION LIBRE","ECUADOR"
"1152","ZONA 7","EL_ORO","MACHALA","MACHALA","PUERTO BOLIVAR","24/11/2014","4:00","Asesinatos","28","MASCULINO","UNION LIBRE","ECUADOR"
"1153","ZONA 8","GUAYAS","GUAYAQUIL","NUEVA PROSPERINA","NUEVA PROSPERINA","24/11/2014","8:40","Asesinatos","35","MASCULINO","SOLTERO","ECUADOR"
"1154","ZONA 3","PASTAZA","MERA","PASTAZA","SHELL MERA","21/11/2014","8:00","Asesinatos","32","FEMENINO","CASADO","ECUADOR"
"1155","ZONA 4","SANTO_DOMINGO_DE_LOS_TSACHILAS","SANTO_DOMINGO","SANTO DOMINGO ESTE","CRISTO VIVE","24/11/2014","18:00","Asesinatos","42","MASCULINO","CASADO","ECUADOR"
"1156","ZONA 5","GUAYAS","NARANJAL","NARANJAL BALAO","NARANJAL SUR","25/11/2014","21:20","Homicidios","28","MASCULINO","SOLTERO","ECUADOR"
"1157","ZONA 9","PICHINCHA","QUITO","ELOY ALFARO","EL CALZADO","22/11/2014","2:00","Homicidios","1","MASCULINO","SOLTERO","ECUADOR"
"1158","ZONA 9","PICHINCHA","QUITO","ELOY ALFARO","ARGELIA","25/11/2014","23:00","Homicidios","28","MASCULINO","SOLTERO","ECUADOR"
"1159","ZONA 8","GUAYAS","GUAYAQUIL","SUR","UNION DE BANANEROS","25/11/2014","23:00","Asesinatos","25","MASCULINO","SOLTERO","ECUADOR"
"1160","ZONA 6","MORONA_SANTIAGO","MORONA","MORONA","SEVILLA DON BOSCO","26/11/2014","11:30","Homicidios","44","MASCULINO","SOLTERO","ECUADOR"
"1161","ZONA 8","GUAYAS","GUAYAQUIL","SUR","UNION DE BANANEROS","28/11/2014","4:00","Asesinatos","29","MASCULINO","SOLTERO","ECUADOR"
"1162","ZONA 6","CANAR","LA_TRONCAL","LA TRONCAL","TRONCAL CENTRO","28/11/2014","18:30","Sicariatos","57","MASCULINO","CASADO","ECUADOR"
"1163","ZONA 5","GUAYAS","NARANJAL","NARANJAL BALAO","VILLA NUEVA","29/11/2014","2:00","Asesinatos","33","MASCULINO","SOLTERO","ECUADOR"
"1164","ZONA 9","PICHINCHA","QUITO","LOS CHILLOS","GUANGOPOLO","30/11/2014","12:10","Asesinatos","40","MASCULINO","CASADO","ECUADOR"
"1165","ZONA 3","TUNGURAHUA","SANTIAGO_DE_PILLARO","PILLARO","SAN ANDRES","27/11/2014","0:00","Femicidios","20","FEMENINO","SOLTERO","ECUADOR"
"1166","ZONA 1","ESMERALDAS","SAN_LORENZO","SAN LORENZO","FRONTERA","30/11/2014","10:00","Asesinatos","87","MASCULINO","SOLTERO","ECUADOR"
"1167","ZONA 8","GUAYAS","GUAYAQUIL","MODELO","GUAYACANES","30/11/2014","3:00","Asesinatos","24","MASCULINO","SOLTERO","ECUADOR"
"1168","ZONA 7","ZAMORA_CHINCHIPE","EL_PANGUI","YANTZAZA","PANGUI","02/12/2014","","Homicidios","49","MASCULINO","CASADO","ECUADOR"
"1169","ZONA 5","LOS_RIOS","BABA","BABAHOYO","ISLA DE BEJUCAL","01/12/2014","9:30","Asesinatos","23","MASCULINO","SOLTERO","ECUADOR"
"1170","ZONA 8","GUAYAS","GUAYAQUIL","PASCUALES","BASTION POPULAR NORTE","02/12/2014","20:27","Asesinatos","31","FEMENINO","SOLTERO","ECUADOR"
"1171","ZONA 2","PICHINCHA","MEJIA","RUMIÑAHUI - MEJIA","PASOCHOA","03/12/2014","23:30","Asesinatos","25","FEMENINO","SOLTERO","ECUADOR"
"1172","ZONA 6","AZUAY","SANTA_ISABEL","GIRON","LA UNION","01/12/2014","21:00","Asesinatos","59","MASCULINO","CASADO","ECUADOR"
"1173","ZONA 4","MANABI","SAN_VICENTE","SUCRE","SAN VICENTE","04/12/2014","18:30","Asesinatos","44","MASCULINO","SOLTERO","ECUADOR"
"1174","ZONA 9","PICHINCHA","QUITO","LOS CHILLOS","CONOCOTO NORTE","05/12/2014","6:30","Homicidios","81","FEMENINO","VIUDO","ECUADOR"
"1175","ZONA 9","PICHINCHA","QUITO","LA DELICIA","EL MIRADOR","06/12/2014","1:00","Asesinatos","27","MASCULINO","SOLTERO","ECUADOR"
"1176","ZONA 2","PICHINCHA","PEDRO_MONCAYO","CAYAMBE","TABACUNDO","05/12/2014","22:02","Asesinatos","27","MASCULINO","SOLTERO","ECUADOR"
"1177","ZONA 8","GUAYAS","GUAYAQUIL","NUEVA PROSPERINA","NUEVA PROSPERINA","05/12/2014","18:01","Asesinatos","28","MASCULINO","SOLTERO","ECUADOR"
"1178","ZONA 5","GUAYAS","BALAO","NARANJAL BALAO","SAN CARLOS","05/12/2014","21:30","Asesinatos","63","MASCULINO","SOLTERO","ECUADOR"
"1179","ZONA 4","MANABI","MANTA","MANTA","CENTRO","06/12/2014","12:00","Femicidios","28","FEMENINO","SOLTERO","ECUADOR"
"1180","ZONA 5","LOS_RIOS","QUEVEDO","QUEVEDO","7 DE OCTUBRE","06/12/2014","20:30","Asesinatos","24","MASCULINO","SOLTERO","ECUADOR"
"1181","ZONA 1","ESMERALDAS","ESMERALDAS","ESMERALDAS","CORDERO CRESPO","06/12/2014","21:00","Asesinatos","39","FEMENINO","SOLTERO","ECUADOR"
"1182","ZONA 1","SUCUMBIOS","LAGO_AGRIO","LAGO AGRIO","PARQUE ECOLOGICO","06/12/2014","20:45","Asesinatos","35","MASCULINO","UNION LIBRE","ECUADOR"
"1183","ZONA 9","PICHINCHA","QUITO","ELOY ALFARO","MENA","07/12/2014","1:00","Homicidios","54","MASCULINO","CASADO","ECUADOR"
"1184","ZONA 8","GUAYAS","GUAYAQUIL","SUR","UNION DE BANANEROS","06/12/2014","11:00","Asesinatos","46","FEMENINO","SOLTERO","ECUADOR"
"1185","ZONA 8","GUAYAS","GUAYAQUIL","PROGRESO","POSORJA","06/12/2014","2:00","Asesinatos","70","MASCULINO","SOLTERO","ECUADOR"
"1186","ZONA 2","PICHINCHA","RUMINAHUI","RUMIÑAHUI - MEJIA","MOLINUCO","06/12/2014","21:50","Asesinatos","26","MASCULINO","SOLTERO","ECUADOR"
"1187","ZONA 4","MANABI","CHONE","CHONE","RICAURTE","06/12/2014","7:10","Asesinatos","63","MASCULINO","SOLTERO","ECUADOR"
"1188","ZONA 8","GUAYAS","GUAYAQUIL","SUR","UNION DE BANANEROS","07/12/2014","12:30","Asesinatos","26","MASCULINO","SOLTERO","ECUADOR"
"1189","ZONA 8","GUAYAS","GUAYAQUIL","ESTEROS","ESTEROS","07/12/2014","14:00","Homicidios","2","MASCULINO","SOLTERO","ECUADOR"
"1190","ZONA 6","AZUAY","CAMILO_PONCE_ENRIQUEZ","PONCE ENRIQUEZ","CAMILO PONCE ENRIQUEZ","07/12/2014","19:30","Homicidios","55","MASCULINO","CASADO","ECUADOR"
"1191","ZONA 5","LOS_RIOS","URDANETA","PUEBLOVIEJO","PIJULLO","08/12/2014","2:00","Asesinatos","39","MASCULINO","DIVORCIADO","ECUADOR"
"1192","ZONA 8","GUAYAS","GUAYAQUIL","ESTEROS","MALVINAS SUR","08/12/2014","21:00","Asesinatos","20","MASCULINO","SOLTERO","ECUADOR"
"1193","ZONA 5","GUAYAS","LOMAS_DE_SARGENTILLO","PEDRO CARBO","LOMAS DE SARGENTILLO","08/12/2014","2:30","Asesinatos","21","MASCULINO","CASADO","ECUADOR"
"1194","ZONA 5","LOS_RIOS","QUEVEDO","QUEVEDO","SAN CARLOS","09/12/2014","8:07","Asesinatos","41","MASCULINO","DIVORCIADO","ECUADOR"
"1195","ZONA 7","LOJA","MACARA","MACARA","MACARA","16/02/2014","0:10","Asesinatos","26","FEMENINO","UNION LIBRE","PERU"
"1196","ZONA 2","NAPO","QUIJOS","EL VALLE DE QUIJOS","PAPALLACTA","25/09/2014","0:40","Asesinatos","24","MASCULINO","SOLTERO","ECUADOR"
"1197","ZONA 4","MANABI","CHONE","CHONE","CHIBUNGA","09/11/2014","21:00","Asesinatos","34","MASCULINO","SOLTERO","ECUADOR"
"1198","ZONA 1","ESMERALDAS","ESMERALDAS","ESMERALDAS","PUMPULA","30/01/2014","5:00","Homicidios","30","MASCULINO","SOLTERO","ECUADOR"
"1199","ZONA 4","MANABI","PEDERNALES","PEDERNALES","PEDERNALES SUR","01/11/2014","14:00","Asesinatos","","MASCULINO","UNION LIBRE","ECUADOR"
"1200","ZONA 4","MANABI","PEDERNALES","PEDERNALES","BECHE","11/11/2014","9:00","Homicidios","56","MASCULINO","SOLTERO","ECUADOR"
"1201","ZONA 4","MANABI","EL_CARMEN","EL CARMEN","EL CARMEN","26/03/2014","20:25","Asesinatos","29","MASCULINO","SOLTERO","ECUADOR"
"1202","ZONA 4","MANABI","MANTA","MANTA","LA PRADERA","08/12/2014","22:30","Asesinatos","18","MASCULINO","SOLTERO","ECUADOR"
"1203","ZONA 7","EL_ORO","ARENILLAS","HUAQUILLAS","LA LIBERTAD","10/11/2014","8:30","Asesinatos","33","MASCULINO","SOLTERO","ECUADOR"
"1204","ZONA 6","CANAR","LA_TRONCAL","LA TRONCAL","TRONCAL OESTE","05/04/2014","0:00","Homicidios","","FEMENINO","NO DETERMINADO","NO DETERMINADO"
"1205","ZONA 4","MANABI","BOLIVAR","BOLIVAR JUNIN","CALCETA SUR","31/05/2014","8:00","Asesinatos","33","MASCULINO","SOLTERO","ECUADOR"
"1206","ZONA 9","PICHINCHA","QUITO","ELOY ALFARO","MAGDALENA","29/07/2014","19:40","Homicidios","27","MASCULINO","SOLTERO","ECUADOR"
"1207","ZONA 9","PICHINCHA","QUITO","MANUELA SAENZ","SAN JUAN","29/09/2014","3:29","Homicidios","","MASCULINO","NO DETERMINADO","ECUADOR"
"1208","ZONA 2","PICHINCHA","PEDRO_VICENTE_MALDONADO","NOROCCIDENTE","MALDONADO","17/10/2014","22:00","Asesinatos","36","MASCULINO","SOLTERO","ECUADOR"
"1209","ZONA 4","MANABI","SAN_VICENTE","SUCRE","SAN VICENTE","10/12/2014","3:30","Asesinatos","42","MASCULINO","SOLTERO","ECUADOR"
"1210","ZONA 7","EL_ORO","HUAQUILLAS","HUAQUILLAS","HUALTACO","03/11/2014","22:00","Asesinatos","19","MASCULINO","SOLTERO","ECUADOR"
"1211","ZONA 4","MANABI","MANTA","MANTA","SAN JUAN","24/10/2014","20:00","Homicidios","","FEMENINO","SOLTERO","ECUADOR"
"1212","ZONA 4","MANABI","EL_CARMEN","EL CARMEN","EL CARMEN","20/10/2014","9:00","Homicidios","35","MASCULINO","CASADO","ECUADOR"
"1213","ZONA 7","EL_ORO","MACHALA","MACHALA","MACHALA OCCIDENTAL","11/12/2014","1:00","Asesinatos","48","MASCULINO","SOLTERO","ECUADOR"
"1214","ZONA 8","GUAYAS","GUAYAQUIL","NUEVA PROSPERINA","NUEVA PROSPERINA","11/12/2014","12:20","Asesinatos","31","MASCULINO","SOLTERO","ECUADOR"
"1215","ZONA 8","GUAYAS","GUAYAQUIL","FLORIDA","MARTHA DE ROLDOS","13/12/2014","4:00","Homicidios","25","FEMENINO","SOLTERO","ECUADOR"
"1216","ZONA 7","EL_ORO","EL_GUABO","PASAJE","BARBONES","12/12/2014","22:00","Asesinatos","25","MASCULINO","SOLTERO","ECUADOR"
"1217","ZONA 4","SANTO_DOMINGO_DE_LOS_TSACHILAS","SANTO_DOMINGO","SANTO DOMINGO ESTE","3 DE JULIO","10/12/2014","6:10","Asesinatos","33","MASCULINO","CASADO","ECUADOR"
"1218","ZONA 5","LOS_RIOS","SAN_JACINTO_DE_BUENA_FE","BUENA FE","PATRICIA PILAR","13/12/2014","8:40","Asesinatos","31","MASCULINO","SOLTERO","ECUADOR"
"1219","ZONA 3","CHIMBORAZO","RIOBAMBA","RIOBAMBA","LICTO","10/12/2014","14:00","Asesinatos","18","MASCULINO","SOLTERO","ECUADOR"
"1220","ZONA 1","ESMERALDAS","ESMERALDAS","ESMERALDAS","CORDERO CRESPO","14/12/2014","4:10","Asesinatos","18","MASCULINO","SOLTERO","ECUADOR"
"1221","ZONA 8","GUAYAS","GUAYAQUIL","PORTETE","CISNE","14/12/2014","3:00","Homicidios","28","MASCULINO","SOLTERO","ECUADOR"
"1222","ZONA 8","GUAYAS","GUAYAQUIL","PASCUALES","BASTION POPULAR NORTE","13/12/2014","18:15","Asesinatos","22","MASCULINO","SOLTERO","ECUADOR"
"1223","ZONA 8","GUAYAS","GUAYAQUIL","SUR","UNION DE BANANEROS","13/12/2014","19:30","Asesinatos","25","MASCULINO","SOLTERO","ECUADOR"
"1224","ZONA 5","LOS_RIOS","VALENCIA","BUENA FE","EL VERGEL SUR","12/12/2014","8:30","Asesinatos","30","MASCULINO","SOLTERO","ECUADOR"
"1225","ZONA 5","LOS_RIOS","VALENCIA","BUENA FE","EL VERGEL SUR","12/12/2014","8:30","Asesinatos","48","MASCULINO","SOLTERO","ECUADOR"
"1226","ZONA 5","GUAYAS","EL_TRIUNFO","EL TRIUNFO BUCAY","EL TRIUNFO ESTE","13/12/2014","13:00","Sicariatos","68","MASCULINO","VIUDO","ECUADOR"
"1227","ZONA 8","GUAYAS","GUAYAQUIL","PASCUALES","PASCUALES","14/12/2014","0:40","Asesinatos","28","MASCULINO","SOLTERO","ECUADOR"
"1228","ZONA 8","GUAYAS","GUAYAQUIL","NUEVA PROSPERINA","PARAISO LA FLOR","14/12/2014","20:00","Asesinatos","26","MASCULINO","SOLTERO","ECUADOR"
"1229","ZONA 8","GUAYAS","GUAYAQUIL","ESTEROS","ESTEROS","14/12/2014","20:30","Asesinatos","20","MASCULINO","SOLTERO","ECUADOR"
"1230","ZONA 8","GUAYAS","GUAYAQUIL","FLORIDA","MAPASINGUE","18/12/2014","19:00","Sicariatos","36","MASCULINO","CASADO","ECUADOR"
"1231","ZONA 5","GUAYAS","EL_TRIUNFO","EL TRIUNFO BUCAY","EL TRIUNFO CENTRO","15/12/2014","18:40","Sicariatos","19","MASCULINO","SOLTERO","ECUADOR"
"1232","ZONA 1","SUCUMBIOS","PUTUMAYO","PUTUMAYO","PUERTO DEL CARMEN","18/12/2014","20:50","Asesinatos","23","FEMENINO","SOLTERO","ECUADOR"
"1233","ZONA 9","PICHINCHA","QUITO","QUITUMBE","ECUATORIANA","19/12/2014","5:30","Homicidios","24","MASCULINO","SOLTERO","ECUADOR"
"1234","ZONA 7","EL_ORO","MACHALA","MACHALA","19 DE NOVIEMBRE","19/12/2014","15:43","Homicidios","41","MASCULINO","SOLTERO","ECUADOR"
"1235","ZONA 8","GUAYAS","GUAYAQUIL","PORTETE","CHALA","20/12/2014","5:00","Homicidios","21","MASCULINO","SOLTERO","ECUADOR"
"1236","ZONA 9","PICHINCHA","QUITO","TUMBACO","TUMBACO SUR","20/12/2014","23:30","Homicidios","26","MASCULINO","SOLTERO","ECUADOR"
"1237","ZONA 7","EL_ORO","SANTA_ROSA","SANTA ROSA","SANTA ROSA ESTE","21/12/2014","1:00","Asesinatos","27","MASCULINO","SOLTERO","ECUADOR"
"1238","ZONA 8","GUAYAS","GUAYAQUIL","ESTEROS","TRINITARIA NORTE","21/12/2014","4:30","Homicidios","20","MASCULINO","SOLTERO","ECUADOR"
"1239","ZONA 7","EL_ORO","MACHALA","MACHALA","RAYITO DE LUZ","21/12/2014","4:00","Femicidios","23","FEMENINO","CASADO","ECUADOR"
"1240","ZONA 5","LOS_RIOS","BABAHOYO","BABAHOYO","UNIVERSIDAD","21/12/2014","10:00","Asesinatos","32","MASCULINO","SOLTERO","ECUADOR"
"1241","ZONA 5","GUAYAS","EL_EMPALME","EL EMPALME","EMPALME CENTRO","21/12/2014","4:00","Asesinatos","23","MASCULINO","SOLTERO","ECUADOR"
"1242","ZONA 5","LOS_RIOS","VALENCIA","BUENA FE","LA NUEVA UNION","20/12/2014","18:00","Femicidios","25","FEMENINO","SOLTERO","ECUADOR"
"1243","ZONA 8","GUAYAS","GUAYAQUIL","MODELO","ATARAZANA","22/12/2014","17:00","Asesinatos","52","FEMENINO","CASADO","ECUADOR"
"1244","ZONA 1","SUCUMBIOS","PUTUMAYO","PUTUMAYO","PUERTO DEL CARMEN","23/12/2014","21:30","Femicidios","32","FEMENINO","CASADO","ECUADOR"
"1245","ZONA 1","SUCUMBIOS","GONZALO_PIZARRO","SUCUMBIOS","LUMBAQUI","24/12/2014","1:00","Asesinatos","18","FEMENINO","SOLTERO","ECUADOR"
"1246","ZONA 9","PICHINCHA","QUITO","QUITUMBE","GUAMANI","24/12/2014","19:00","Homicidios","54","MASCULINO","CASADO","ECUADOR"
"1247","ZONA 8","GUAYAS","GUAYAQUIL","PASCUALES","BASTION POPULAR NORTE","13/12/2014","15:00","Homicidios","31","MASCULINO","SOLTERO","ECUADOR"
"1248","ZONA 1","IMBABURA","IBARRA","CIUDAD BLANCA","AMAZONAS","25/12/2014","9:30","Homicidios","37","MASCULINO","DIVORCIADO","ECUADOR"
"1249","ZONA 1","ESMERALDAS","ESMERALDAS","ESMERALDAS","CORDERO CRESPO","25/12/2014","6:00","Asesinatos","19","MASCULINO","SOLTERO","ECUADOR"
"1250","ZONA 9","PICHINCHA","QUITO","CALDERON","GUAYLLABAMBA","26/12/2014","0:30","Homicidios","20","MASCULINO","SOLTERO","ECUADOR"
"1251","ZONA 3","TUNGURAHUA","PATATE","PATATE","PATATE","25/12/2014","16:00","Homicidios","43","MASCULINO","DIVORCIADO","ECUADOR"
"1252","ZONA 5","GUAYAS","SANTA_LUCIA","DAULE","SANTA LUCIA","25/12/2014","19:30","Asesinatos","42","FEMENINO","SOLTERO","ECUADOR"
"1253","ZONA 9","PICHINCHA","QUITO","QUITUMBE","ECUATORIANA","27/12/2014","3:00","Homicidios","25","MASCULINO","SOLTERO","ECUADOR"
"1254","ZONA 1","ESMERALDAS","SAN_LORENZO","SAN LORENZO","CARONDELET","27/12/2014","20:00","Asesinatos","38","MASCULINO","SOLTERO","ECUADOR"
"1255","ZONA 5","LOS_RIOS","QUEVEDO","QUEVEDO","GALO PLAZA","27/12/2014","16:00","Asesinatos","17","MASCULINO","SOLTERO","ECUADOR"
"1256","ZONA 1","ESMERALDAS","ESMERALDAS","ESMERALDAS","TABIAZO","28/12/2014","1:30","Asesinatos","63","MASCULINO","SOLTERO","ECUADOR"
"1257","ZONA 8","GUAYAS","DURAN","DURAN","RECREO","27/12/2014","10:00","Homicidios","24","MASCULINO","SOLTERO","ECUADOR"
"1258","ZONA 9","PICHINCHA","QUITO","MANUELA SAENZ","PANECILLO","27/12/2014","22:50","Asesinatos","36","MASCULINO","SOLTERO","ECUADOR"
"1259","ZONA 8","GUAYAS","DURAN","DURAN","RECREO","27/12/2014","21:30","Asesinatos","34","MASCULINO","SOLTERO","ECUADOR"
"1260","ZONA 8","GUAYAS","GUAYAQUIL","NUEVA PROSPERINA","NUEVA PROSPERINA","25/12/2014","23:00","Asesinatos","38","MASCULINO","SOLTERO","ECUADOR"
"1261","ZONA 8","GUAYAS","GUAYAQUIL","PROGRESO","PROGRESO","27/12/2014","15:30","Homicidios","25","MASCULINO","SOLTERO","ECUADOR"
"1262","ZONA 5","LOS_RIOS","QUEVEDO","QUEVEDO","7 DE OCTUBRE","28/12/2014","7:20","Asesinatos","10","MASCULINO","SOLTERO","ECUADOR"
"1263","ZONA 1","ESMERALDAS","ESMERALDAS","ESMERALDAS","TERMINAL DE BOMBEO","28/12/2014","2:00","Asesinatos","47","MASCULINO","SOLTERO","ECUADOR"
"1264","ZONA 9","PICHINCHA","QUITO","QUITUMBE","LAS CUADRAS","08/12/2014","12:00","Homicidios","29","FEMENINO","SOLTERO","ECUADOR"
"1265","ZONA 4","MANABI","MANTA","MANTA","CENTRO","28/12/2014","14:00","Asesinatos","62","MASCULINO","SOLTERO","ECUADOR"
"1266","ZONA 8","GUAYAS","GUAYAQUIL","SUR","FLORESTA","28/12/2014","14:40","Asesinatos","16","MASCULINO","SOLTERO","ECUADOR"
"1267","ZONA 1","ESMERALDAS","ESMERALDAS","ESMERALDAS","BELLAVISTA NORTE","28/12/2014","22:00","Asesinatos","21","MASCULINO","SOLTERO","ECUADOR"
"1268","ZONA 8","GUAYAS","GUAYAQUIL","PORTETE","SUBURBIO","28/12/2014","20:08","Asesinatos","20","MASCULINO","SOLTERO","ECUADOR"
"1269","ZONA 1","SUCUMBIOS","LAGO_AGRIO","LAGO AGRIO","EL DORADO","28/12/2014","23:00","Homicidios","69","MASCULINO","SOLTERO","ECUADOR"
"1270","ZONA 4","MANABI","PORTOVIEJO","PORTOVIEJO","PORTOVIEJO","28/12/2014","3:50","Asesinatos","23","MASCULINO","SOLTERO","ECUADOR"
"1271","ZONA 6","CANAR","LA_TRONCAL","LA TRONCAL","TRONCAL CENTRO","29/12/2014","12:50","Asesinatos","50","MASCULINO","SOLTERO","ECUADOR"
"1272","ZONA 5","GUAYAS","PLAYAS","PLAYAS","ENGABAO","25/12/2014","23:59","Asesinatos","38","MASCULINO","SOLTERO","ECUADOR"
"1273","ZONA 4","SANTO_DOMINGO_DE_LOS_TSACHILAS","SANTO_DOMINGO","SANTO DOMINGO ESTE","3 DE JULIO","29/12/2014","0:00","Homicidios","49","MASCULINO","SOLTERO","ECUADOR"
"1274","ZONA 1","IMBABURA","PIMAMPIRO","CIUDAD BLANCA","PIMAMPIRO","31/12/2014","23:00","Asesinatos","2","FEMENINO","SOLTERO","ECUADOR"
"1275","ZONA 1","IMBABURA","PIMAMPIRO","CIUDAD BLANCA","PIMAMPIRO","31/12/2014","2:45","Asesinatos","4","MASCULINO","SOLTERO","ECUADOR"
"1276","ZONA 5","GUAYAS","SAN_JACINTO_DE_YAGUACHI","YAGUACHI","VIRGEN DE FATIMA","31/12/2014","9:31","Asesinatos","17","MASCULINO","SOLTERO","ECUADOR"
"1277","ZONA 4","MANABI","TOSAGUA","ROCAFUERTE","JUNCO","31/12/2014","5:45","Homicidios","45","MASCULINO","CASADO","ECUADOR"
"1278","ZONA 6","AZUAY","CUENCA","CUENCA SUR","HUAYNA CAPAC","31/12/2014","7:00","Homicidios","2","MASCULINO","SOLTERO","ECUADOR"
"1279","ZONA 8","GUAYAS","GUAYAQUIL","SUR","FLORESTA","31/12/2014","14:30","Asesinatos","20","MASCULINO","SOLTERO","ECUADOR"
